index,City,Date,Card Type,Exp Type,Gender,Amount,Reward Points Earned,Age Group,Annual Income,Credit Limit,Credit Utilization (%),Transaction Category (Online vs. POS)
19383,"Paravoor, India",25-Mar-15,Silver,Food,F,102935,1029,60+,1200000,300000,34.31,POS
19384,"Tarakeswar, India",12-Oct-13,Silver,Food,M,15456,154,36-45,500000,100000,15.46,POS
19385,"Tikamgarh, India",29-May-14,Silver,Food,M,87911,879,26-35,500000,100000,87.91,POS
19386,"Dibrugarh, India",25-Oct-14,Silver,Food,M,289955,2899,26-35,300000,50000,100,Online
19387,"Pandua, India",25-Mar-14,Gold,Fuel,F,72631,726,60+,800000,200000,36.32,POS
19388,"Mangrol, India",17-Oct-13,Gold,Grocery,M,130566,1305,18-25,300000,50000,100,POS
19389,"Ambejogai, India",24-Feb-15,Gold,Grocery,M,4348,43,26-35,2000000,500000,0.87,POS
19390,"Satna, India",26-Jan-15,Signature,Bills,F,38530,385,18-25,300000,50000,77.06,POS
19391,"Talcher, India",20-May-15,Platinum,Bills,F,72919,729,26-35,1200000,300000,24.31,POS
19392,"Shahjahanpur, India",24-Oct-13,Silver,Food,F,149653,1496,60+,800000,200000,74.83,POS
19393,"Baharampur, India",20-Jun-14,Signature,Food,M,287682,2876,26-35,800000,200000,100,Online
19394,"Gobichettipalayam, India",25-Nov-14,Silver,Food,M,22201,222,26-35,2000000,500000,4.44,POS
19395,"Thangadh, India",21-May-14,Signature,Bills,F,125759,1257,18-25,500000,100000,100,POS
19396,"Ramanagaram, India",03-Mar-14,Signature,Grocery,F,172492,1724,36-45,500000,100000,100,Online
19397,"Arsikere, India",21-Dec-13,Silver,Bills,M,256812,2568,26-35,500000,100000,100,Online
19398,"Manmad, India",11-Nov-13,Platinum,Entertainment,M,117361,1173,26-35,300000,50000,100,POS
19399,"Phagwara, India",15-Nov-13,Gold,Food,M,225604,2256,36-45,300000,50000,100,Online
19400,"Savarkundla, India",04-Dec-14,Silver,Entertainment,F,235715,2357,46-60,500000,100000,100,Online
19401,"Afzalpur, India",07-Mar-15,Signature,Entertainment,F,107379,1073,46-60,500000,100000,100,POS
19402,"Sankeshwara, India",23-Jun-14,Gold,Bills,F,278937,2789,60+,500000,100000,100,Online
19403,"Pulgaon, India",27-Apr-14,Gold,Food,F,39847,398,26-35,800000,200000,19.92,POS
19404,"Thangadh, India",09-Oct-13,Platinum,Fuel,M,108754,1087,46-60,1200000,300000,36.25,POS
19405,"Medininagar (Daltonganj), India",01-Apr-15,Platinum,Grocery,M,122978,1229,26-35,1200000,300000,40.99,POS
19406,"Margao, India",24-Dec-13,Gold,Fuel,F,166796,1667,36-45,2000000,500000,33.36,Online
19407,"Dhuri, India",03-Jun-14,Gold,Bills,F,298966,2989,36-45,2000000,500000,59.79,Online
19408,"Mandi, India",31-Oct-14,Silver,Food,M,142288,1422,46-60,300000,50000,100,POS
19409,"Morshi, India",13-Nov-14,Silver,Food,F,216017,2160,36-45,1200000,300000,72.01,Online
19410,"Udhampur, India",17-Mar-14,Silver,Fuel,M,111754,1117,26-35,300000,50000,100,POS
19411,"Giridih, India",02-Nov-14,Gold,Grocery,F,24093,240,60+,1200000,300000,8.03,POS
19412,"Tirukalukundram, India",13-Jan-15,Gold,Bills,F,35714,357,26-35,500000,100000,35.71,POS
19413,"Muktsar, India",25-Mar-14,Signature,Entertainment,M,224666,2246,26-35,500000,100000,100,Online
19414,"Naila Janjgir, India",27-Dec-13,Signature,Bills,M,274952,2749,26-35,300000,50000,100,Online
19415,"Shirdi, India",29-Jun-14,Silver,Grocery,M,260642,2606,46-60,1200000,300000,86.88,Online
19416,"Guwahati, India",26-Mar-14,Silver,Entertainment,M,271090,2710,36-45,300000,50000,100,Online
19417,"Manavadar, India",08-Feb-14,Gold,Grocery,M,52289,522,36-45,800000,200000,26.14,POS
19418,"Nawanshahr, India",16-Sep-14,Platinum,Bills,M,181344,1813,36-45,2000000,500000,36.27,Online
19419,"Athni, India",02-Mar-15,Signature,Entertainment,F,113418,1134,26-35,2000000,500000,22.68,POS
19420,"Rawatbhata, India",10-Jan-15,Platinum,Food,M,133209,1332,26-35,1200000,300000,44.4,POS
19421,"Nidadavole, India",13-Oct-13,Signature,Food,M,208072,2080,26-35,2000000,500000,41.61,Online
19422,"Lalitpur, India",19-Jun-14,Signature,Grocery,F,55081,550,36-45,300000,50000,100,POS
19423,"Gudur, India",18-Sep-14,Silver,Entertainment,M,142022,1420,46-60,800000,200000,71.01,POS
19424,"Rohtak, India",01-Jan-15,Silver,Entertainment,M,11032,110,36-45,300000,50000,22.06,POS
19425,"Umarga, India",02-Jun-14,Silver,Fuel,F,298637,2986,36-45,800000,200000,100,Online
19426,"Bhawanipatna, India",22-Feb-15,Signature,Fuel,F,67062,670,18-25,2000000,500000,13.41,POS
19427,"Thakurdwara, India",09-Jun-14,Platinum,Fuel,M,172594,1725,26-35,800000,200000,86.3,Online
19428,"Barnala, India",29-Nov-14,Gold,Food,F,59993,599,26-35,300000,50000,100,POS
19429,"Pali, India",18-Sep-14,Signature,Bills,F,71542,715,60+,500000,100000,71.54,POS
19430,"Darbhanga, India",21-Dec-14,Signature,Bills,M,21225,212,26-35,500000,100000,21.22,POS
19431,"Puranpur, India",26-Nov-14,Gold,Entertainment,M,94873,948,36-45,300000,50000,100,POS
19432,"Rajgarh (Churu), India",28-Jul-14,Silver,Grocery,M,292441,2924,60+,1200000,300000,97.48,Online
19433,"Dhubri, India",05-Nov-14,Signature,Fuel,M,282338,2823,26-35,500000,100000,100,Online
19434,"Hindupur, India",12-Jan-15,Gold,Grocery,M,292563,2925,26-35,2000000,500000,58.51,Online
19435,"Talikota, India",20-May-14,Platinum,Entertainment,F,52377,523,36-45,1200000,300000,17.46,POS
19436,"Vadakkuvalliyur, India",23-May-15,Gold,Food,M,36133,361,36-45,500000,100000,36.13,POS
19437,"Satna, India",05-Mar-14,Signature,Food,F,138979,1389,36-45,1200000,300000,46.33,POS
19438,"Ichalkaranji, India",23-Jun-14,Platinum,Fuel,M,200214,2002,18-25,2000000,500000,40.04,Online
19439,"Ujjain, India",01-Dec-13,Silver,Food,M,272609,2726,36-45,2000000,500000,54.52,Online
19440,"Shimla, India",09-Oct-14,Signature,Bills,F,68150,681,26-35,1200000,300000,22.72,POS
19441,"Siliguri, India",03-Mar-15,Gold,Bills,M,221642,2216,36-45,800000,200000,100,Online
19442,"Sadabad, India",08-Nov-14,Signature,Food,F,187817,1878,60+,800000,200000,93.91,Online
19443,"Rajahmundry, India",24-May-15,Platinum,Grocery,M,143352,1433,60+,500000,100000,100,POS
19444,"Amravati, India",01-Jul-14,Gold,Grocery,M,31944,319,46-60,300000,50000,63.89,POS
19445,"Yamunanagar, India",29-Jul-14,Gold,Grocery,F,158003,1580,36-45,500000,100000,100,Online
19446,"Rajsamand, India",27-Dec-14,Platinum,Entertainment,M,183953,1839,26-35,2000000,500000,36.79,Online
19447,"Palitana, India",09-Feb-14,Platinum,Fuel,F,152766,1527,18-25,300000,50000,100,POS
19448,"Palitana, India",01-Mar-14,Silver,Fuel,M,153058,1530,46-60,1200000,300000,51.02,POS
19449,"Sagar, India",29-Jul-14,Gold,Food,M,189214,1892,18-25,500000,100000,100,Online
19450,"Dharmanagar, India",08-Feb-15,Signature,Entertainment,M,12021,120,26-35,500000,100000,12.02,POS
19451,"Hajipur, India",24-May-15,Gold,Entertainment,F,195848,1958,46-60,800000,200000,97.92,Online
19452,"Muvattupuzha, India",12-Nov-14,Gold,Fuel,F,258784,2587,26-35,1200000,300000,86.26,Online
19453,"Nimbahera, India",02-Apr-15,Silver,Food,F,117976,1179,36-45,2000000,500000,23.6,POS
19454,"Kamareddy, India",05-Jan-15,Signature,Fuel,F,150653,1506,46-60,800000,200000,75.33,POS
19455,"Pinjore, India",04-Jul-14,Signature,Grocery,F,96740,967,60+,2000000,500000,19.35,POS
19456,"Wanaparthy, India",17-Jan-15,Silver,Entertainment,M,70793,707,26-35,300000,50000,100,POS
19457,"Adilabad, India",20-Feb-15,Gold,Grocery,M,49020,490,26-35,300000,50000,98.04,POS
19458,"Rajula, India",15-Nov-14,Gold,Fuel,M,17682,176,60+,800000,200000,8.84,POS
19459,"Lonavla, India",30-Jun-14,Signature,Entertainment,M,151437,1514,36-45,500000,100000,100,POS
19460,"Aligarh, India",11-Nov-13,Gold,Bills,F,116365,1163,36-45,2000000,500000,23.27,POS
19461,"Dehri-on-Sone, India",24-Jul-14,Silver,Food,F,213138,2131,26-35,2000000,500000,42.63,Online
19462,"Ramnagar, India",12-Dec-13,Silver,Bills,M,10355,103,18-25,300000,50000,20.71,POS
19463,"Sunabeda, India",18-Dec-14,Platinum,Bills,F,291441,2914,60+,800000,200000,100,Online
19464,"Sunabeda, India",03-Apr-14,Gold,Entertainment,F,181406,1814,26-35,500000,100000,100,Online
19465,"Satara, India",28-Aug-14,Signature,Entertainment,F,141083,1410,18-25,300000,50000,100,POS
19466,"Nawapur, India",18-Apr-14,Platinum,Entertainment,M,181286,1812,46-60,2000000,500000,36.26,Online
19467,"Yamunanagar, India",24-Aug-14,Platinum,Food,F,163396,1633,18-25,500000,100000,100,Online
19468,"Sillod, India",07-Oct-13,Silver,Food,M,166868,1668,18-25,2000000,500000,33.37,Online
19469,"Hardoi , India",21-Sep-14,Silver,Fuel,F,53525,535,36-45,2000000,500000,10.7,POS
19470,"Mainaguri, India",03-Aug-14,Silver,Grocery,M,30632,306,26-35,2000000,500000,6.13,POS
19471,"Tuljapur, India",16-Apr-15,Platinum,Bills,F,185789,1857,26-35,500000,100000,100,Online
19472,"Pithoragarh, India",07-Jul-14,Gold,Food,M,294956,2949,36-45,500000,100000,100,Online
19473,"Siddipet, India",24-Feb-15,Silver,Entertainment,F,37115,371,26-35,1200000,300000,12.37,POS
19474,"Sundargarh, India",12-Oct-14,Silver,Grocery,M,3867,38,46-60,2000000,500000,0.77,POS
19475,"Palitana, India",27-Dec-14,Gold,Fuel,M,19886,198,26-35,2000000,500000,3.98,POS
19476,"Pilkhuwa, India",09-May-14,Signature,Grocery,M,267811,2678,26-35,800000,200000,100,Online
19477,"Ramgarh, India",05-Mar-14,Platinum,Fuel,F,78288,782,26-35,800000,200000,39.14,POS
19478,"Naugawan Sadat, India",04-Sep-14,Gold,Bills,F,235211,2352,26-35,300000,50000,100,Online
19479,"Supaul, India",26-Dec-13,Signature,Fuel,M,172821,1728,46-60,2000000,500000,34.56,Online
19480,"Sidlaghatta, India",27-Jan-15,Gold,Fuel,M,211454,2114,60+,2000000,500000,42.29,Online
19481,"Gokak, India",15-Nov-14,Silver,Grocery,F,291567,2915,26-35,500000,100000,100,Online
19482,"Tilda Newra, India",03-Dec-14,Gold,Fuel,F,106653,1066,36-45,1200000,300000,35.55,POS
19483,"Tumkur, India",30-May-14,Silver,Entertainment,M,196893,1968,26-35,2000000,500000,39.38,Online
19484,"Udupi, India",22-Jan-14,Signature,Bills,F,22223,222,26-35,500000,100000,22.22,POS
19485,"Neemuch, India",23-Apr-14,Signature,Food,M,277659,2776,26-35,300000,50000,100,Online
19486,"Sitamarhi, India",06-Jul-14,Silver,Grocery,M,108119,1081,36-45,800000,200000,54.06,POS
19487,"Bhabua, India",11-Jan-14,Signature,Bills,M,246587,2465,36-45,500000,100000,100,Online
19488,"Adoni, India",23-Jul-14,Signature,Bills,M,225241,2252,36-45,500000,100000,100,Online
19489,"Sinnar, India",16-Nov-14,Signature,Fuel,F,284960,2849,26-35,1200000,300000,94.99,Online
19490,"Oddanchatram, India",13-Jul-14,Silver,Bills,M,48326,483,46-60,800000,200000,24.16,POS
19491,"Jhargram, India",19-Dec-14,Silver,Fuel,M,118433,1184,18-25,500000,100000,100,POS
19492,"Aruppukkottai, India",02-Jul-14,Silver,Entertainment,M,212299,2122,46-60,1200000,300000,70.77,Online
19493,"Mundi, India",30-Dec-14,Platinum,Bills,M,28754,287,60+,300000,50000,57.51,POS
19494,"Nawapur, India",21-Feb-15,Silver,Bills,F,162852,1628,60+,2000000,500000,32.57,Online
19495,"Sopore, India",21-Sep-14,Gold,Bills,F,81139,811,18-25,800000,200000,40.57,POS
19496,"Sainthia, India",25-Oct-14,Platinum,Food,M,95457,954,18-25,500000,100000,95.46,POS
19497,"Bongaigaon City, India",29-Mar-15,Signature,Food,M,289003,2890,36-45,1200000,300000,96.33,Online
19498,"Sirsaganj, India",13-May-15,Signature,Bills,F,153680,1536,46-60,500000,100000,100,Online
19499,"Viluppuram, India",10-Apr-15,Platinum,Food,F,159268,1592,36-45,500000,100000,100,Online
19500,"Kakinada, India",18-Mar-15,Signature,Entertainment,F,282157,2821,18-25,1200000,300000,94.05,Online
19501,"Pandhurna, India",20-Mar-14,Signature,Food,F,167519,1675,26-35,300000,50000,100,Online
19502,"Koratla, India",11-Feb-15,Gold,Fuel,F,11288,112,26-35,500000,100000,11.29,POS
19503,"Firozpur, India",30-Dec-13,Gold,Fuel,F,67488,674,60+,800000,200000,33.74,POS
19504,"Ahmedabad, India",10-Apr-14,Signature,Food,M,247954,2479,26-35,2000000,500000,49.59,Online
19505,"Lachhmangarh, India",23-Oct-14,Silver,Grocery,F,289732,2897,46-60,2000000,500000,57.95,Online
19506,"Morena, India",24-Oct-14,Gold,Fuel,M,284226,2842,36-45,800000,200000,100,Online
19507,"Rohtak, India",12-Oct-13,Platinum,Entertainment,M,28531,285,46-60,800000,200000,14.27,POS
19508,"Nautanwa, India",06-Mar-15,Signature,Entertainment,F,151460,1514,18-25,2000000,500000,30.29,POS
19509,"Radhanpur, India",20-Jan-14,Silver,Food,F,67764,677,26-35,2000000,500000,13.55,POS
19510,"Jatani, India",08-Dec-13,Silver,Fuel,M,294951,2949,26-35,300000,50000,100,Online
19511,"Dalli-Rajhara, India",09-Mar-15,Signature,Entertainment,F,101329,1013,26-35,800000,200000,50.66,POS
19512,"Shahjahanpur, India",01-Apr-15,Signature,Food,F,29093,290,18-25,800000,200000,14.55,POS
19513,"Tiruvannamalai, India",09-Jul-14,Platinum,Food,M,78751,787,26-35,800000,200000,39.38,POS
19514,"Mungeli, India",24-Sep-14,Platinum,Food,M,138979,1389,26-35,1200000,300000,46.33,POS
19515,"Thuraiyur, India",29-Apr-15,Silver,Food,M,65349,653,60+,800000,200000,32.67,POS
19516,"Raiganj, India",15-Feb-15,Platinum,Food,F,139587,1395,26-35,2000000,500000,27.92,POS
19517,"Wadi, India",01-Mar-14,Gold,Fuel,M,108016,1080,18-25,300000,50000,100,POS
19518,"Naila Janjgir, India",01-Apr-15,Platinum,Entertainment,F,284782,2847,18-25,300000,50000,100,Online
19519,"Nuzvid, India",27-Apr-14,Signature,Food,F,172286,1722,36-45,500000,100000,100,Online
19520,"Ramdurg, India",05-Oct-13,Silver,Grocery,F,296064,2960,46-60,500000,100000,100,Online
19521,"Sarni, India",26-Feb-15,Platinum,Grocery,M,42105,421,26-35,800000,200000,21.05,POS
19522,"Neyyattinkara, India",21-Oct-13,Silver,Fuel,F,36878,368,60+,2000000,500000,7.38,POS
19523,"Maner, India",20-Apr-14,Gold,Entertainment,F,289134,2891,18-25,500000,100000,100,Online
19524,"Adoor, India",26-Jan-15,Silver,Entertainment,F,8944,89,26-35,500000,100000,8.94,POS
19525,"Pernampattu, India",21-May-15,Platinum,Entertainment,F,254654,2546,26-35,1200000,300000,84.88,Online
19526,"Manjlegaon, India",18-Dec-14,Signature,Grocery,F,249244,2492,46-60,300000,50000,100,Online
19527,"Meerut, India",08-Sep-14,Gold,Fuel,M,149907,1499,36-45,2000000,500000,29.98,POS
19528,"Arsikere, India",24-Mar-14,Gold,Food,F,150090,1500,60+,800000,200000,75.04,POS
19529,"Ujjain, India",11-Oct-14,Signature,Fuel,M,108764,1087,46-60,800000,200000,54.38,POS
19530,"Medinipur, India",22-Jul-14,Signature,Grocery,F,26474,264,26-35,1200000,300000,8.82,POS
19531,"Kanpur, India",20-Mar-14,Platinum,Fuel,F,169989,1699,18-25,800000,200000,84.99,Online
19532,"Jammu, India",13-Apr-15,Silver,Food,M,222271,2222,18-25,500000,100000,100,Online
19533,"Nagarkurnool, India",25-Jul-14,Silver,Bills,F,46549,465,36-45,800000,200000,23.27,POS
19534,"Varkala, India",19-Feb-15,Gold,Bills,F,155585,1555,36-45,500000,100000,100,Online
19535,"Mandideep, India",16-Feb-14,Signature,Fuel,F,218697,2186,46-60,800000,200000,100,Online
19536,"Rasra, India",28-Nov-14,Gold,Entertainment,F,171922,1719,36-45,500000,100000,100,Online
19537,"Ramganj Mandi, India",08-Oct-14,Gold,Fuel,F,273744,2737,26-35,2000000,500000,54.75,Online
19538,"Fazilka, India",28-Apr-14,Signature,Food,M,14949,149,26-35,500000,100000,14.95,POS
19539,"Sailu, India",02-Apr-15,Platinum,Food,F,251636,2516,60+,2000000,500000,50.33,Online
19540,"Maner, India",02-Jan-15,Platinum,Fuel,F,60130,601,26-35,800000,200000,30.06,POS
19541,"Punganur, India",29-Apr-14,Platinum,Food,F,51833,518,36-45,300000,50000,100,POS
19542,"Hajipur, India",07-Jul-14,Silver,Grocery,M,274051,2740,36-45,800000,200000,100,Online
19543,"Sankeshwara, India",22-Nov-14,Signature,Fuel,M,270775,2707,60+,1200000,300000,90.26,Online
19544,"Tiruvannamalai, India",17-Oct-13,Silver,Food,F,223778,2237,60+,300000,50000,100,Online
19545,"Thoubal, India",28-Apr-15,Silver,Bills,F,203282,2032,26-35,500000,100000,100,Online
19546,"Tiruvethipuram, India",16-Feb-15,Platinum,Entertainment,F,97290,972,26-35,500000,100000,97.29,POS
19547,"Sirkali, India",03-Jan-15,Signature,Food,M,88240,882,36-45,300000,50000,100,POS
19548,"Kayamkulam, India",04-Nov-13,Signature,Food,M,221590,2215,46-60,800000,200000,100,Online
19549,"Tanuku, India",28-Nov-13,Signature,Fuel,F,133377,1333,46-60,1200000,300000,44.46,POS
19550,"Ongole, India",15-Jan-14,Signature,Bills,M,118036,1180,26-35,500000,100000,100,POS
19551,"Mahesana, India",30-Apr-14,Platinum,Entertainment,M,170751,1707,26-35,500000,100000,100,Online
19552,"Sanawad, India",04-Feb-14,Gold,Fuel,F,280922,2809,60+,300000,50000,100,Online
19553,"Chittur-Thathamangalam, India",17-Jan-14,Signature,Fuel,M,5763,57,26-35,500000,100000,5.76,POS
19554,"Hardoi , India",17-Apr-14,Silver,Fuel,F,19155,191,46-60,300000,50000,38.31,POS
19555,"Pandharkaoda, India",31-Aug-14,Silver,Grocery,F,145599,1455,18-25,1200000,300000,48.53,POS
19556,"Sidhpur, India",04-Dec-13,Signature,Fuel,F,250701,2507,26-35,800000,200000,100,Online
19557,"Jhargram, India",30-Oct-14,Gold,Grocery,M,67345,673,18-25,2000000,500000,13.47,POS
19558,"Bhubaneswar, India",28-Feb-15,Gold,Fuel,M,61287,612,26-35,1200000,300000,20.43,POS
19559,"Tura, India",27-Nov-13,Silver,Fuel,F,160561,1605,36-45,1200000,300000,53.52,Online
19560,"Uravakonda, India",23-Mar-15,Gold,Food,F,4131,41,18-25,800000,200000,2.07,POS
19561,"Loni, India",04-May-15,Platinum,Fuel,M,147602,1476,26-35,500000,100000,100,POS
19562,"Tirukalukundram, India",10-Nov-13,Platinum,Entertainment,F,265252,2652,46-60,300000,50000,100,Online
19563,"Pollachi, India",23-Aug-14,Platinum,Grocery,M,79289,792,46-60,2000000,500000,15.86,POS
19564,"Madikeri, India",04-Mar-15,Silver,Entertainment,M,278998,2789,26-35,300000,50000,100,Online
19565,"Kharar, India",28-Nov-14,Gold,Fuel,F,168017,1680,18-25,2000000,500000,33.6,Online
19566,"Nimbahera, India",26-Jan-15,Gold,Grocery,M,99971,999,18-25,800000,200000,49.99,POS
19567,"Narasapuram, India",19-Oct-13,Gold,Entertainment,M,204959,2049,26-35,800000,200000,100,Online
19568,"Suri, India",06-Apr-15,Gold,Grocery,M,239240,2392,36-45,800000,200000,100,Online
19569,"Ranaghat, India",29-Mar-15,Silver,Food,F,19343,193,18-25,1200000,300000,6.45,POS
19570,"Udaipur, India",12-Apr-15,Platinum,Entertainment,F,92671,926,36-45,1200000,300000,30.89,POS
19571,"Tarn Taran, India",02-Jul-14,Gold,Bills,M,258004,2580,46-60,800000,200000,100,Online
19572,"Shegaon, India",31-Oct-14,Silver,Grocery,F,274618,2746,26-35,1200000,300000,91.54,Online
19573,"Cherthala, India",16-Mar-15,Signature,Grocery,F,203426,2034,36-45,800000,200000,100,Online
19574,"Purulia, India",27-Mar-15,Gold,Bills,F,169476,1694,60+,2000000,500000,33.9,Online
19575,"Kannur, India",08-Apr-15,Gold,Bills,F,268469,2684,26-35,2000000,500000,53.69,Online
19576,"Achalpur, India",05-Apr-15,Gold,Bills,F,209805,2098,46-60,2000000,500000,41.96,Online
19577,"Siwan, India",08-Jul-14,Platinum,Grocery,M,146588,1465,36-45,800000,200000,73.29,POS
19578,"Phaltan, India",15-Apr-15,Gold,Grocery,F,210307,2103,26-35,300000,50000,100,Online
19579,"Mahnar Bazar, India",24-Jan-14,Gold,Bills,F,76940,769,26-35,1200000,300000,25.65,POS
19580,"Patiala, India",09-Mar-15,Gold,Bills,F,246313,2463,26-35,2000000,500000,49.26,Online
19581,"Radhanpur, India",06-Jul-14,Platinum,Grocery,M,288184,2881,36-45,2000000,500000,57.64,Online
19582,"Jalpaiguri, India",27-Nov-13,Platinum,Food,F,182290,1822,60+,2000000,500000,36.46,Online
19583,"Kharar, India",10-Mar-15,Gold,Grocery,M,214406,2144,26-35,500000,100000,100,Online
19584,"Chirkunda, India",09-Nov-13,Platinum,Grocery,M,83491,834,46-60,300000,50000,100,POS
19585,"Loni, India",09-Jun-14,Platinum,Entertainment,M,178960,1789,46-60,1200000,300000,59.65,Online
19586,"Machilipatnam, India",12-Sep-14,Platinum,Grocery,F,286912,2869,36-45,800000,200000,100,Online
19587,"Kannur, India",13-May-15,Gold,Bills,F,139494,1394,46-60,500000,100000,100,POS
19588,"Parli, India",03-Mar-15,Signature,Food,M,6905,69,36-45,500000,100000,6.9,POS
19589,"Baramula, India",10-Mar-14,Gold,Entertainment,F,259311,2593,26-35,2000000,500000,51.86,Online
19590,"Panvel, India",07-Mar-14,Signature,Food,F,112898,1128,26-35,300000,50000,100,POS
19591,"Musabani, India",27-Mar-15,Silver,Food,F,176658,1766,26-35,2000000,500000,35.33,Online
19592,"Warora, India",21-May-14,Silver,Fuel,M,92445,924,46-60,300000,50000,100,POS
19593,"Unnao, India",26-Mar-14,Platinum,Fuel,F,23935,239,26-35,300000,50000,47.87,POS
19594,"Rampurhat, India",29-May-14,Signature,Fuel,F,174755,1747,26-35,2000000,500000,34.95,Online
19595,"Mahasamund, India",26-Feb-15,Signature,Bills,M,107885,1078,18-25,2000000,500000,21.58,POS
19596,"Byasanagar, India",03-Sep-14,Gold,Bills,F,281085,2810,18-25,300000,50000,100,Online
19597,"Bhadrachalam, India",17-Dec-13,Platinum,Grocery,M,255926,2559,60+,500000,100000,100,Online
19598,"Puttur, India",18-Jan-15,Signature,Food,F,227090,2270,60+,500000,100000,100,Online
19599,"Nowgong, India",02-Nov-13,Signature,Grocery,M,42886,428,36-45,1200000,300000,14.3,POS
19600,"Sanand, India",31-May-14,Gold,Entertainment,M,265916,2659,60+,500000,100000,100,Online
19601,"Palwal, India",03-May-15,Gold,Food,F,191409,1914,46-60,300000,50000,100,Online
19602,"Dumka, India",27-Jan-15,Signature,Fuel,F,49824,498,60+,800000,200000,24.91,POS
19603,"Jalandhar Cantt., India",26-Nov-14,Silver,Food,M,44293,442,18-25,500000,100000,44.29,POS
19604,"Tuensang, India",29-Jan-15,Platinum,Grocery,M,96201,962,46-60,1200000,300000,32.07,POS
19605,"Ajmer, India",02-Feb-15,Gold,Bills,F,164401,1644,36-45,800000,200000,82.2,Online
19606,"Baramula, India",31-Jan-15,Platinum,Grocery,M,178803,1788,36-45,2000000,500000,35.76,Online
19607,"Modasa, India",30-Jun-14,Signature,Food,M,130975,1309,46-60,1200000,300000,43.66,POS
19608,"Vadnagar, India",20-Sep-14,Signature,Bills,F,58024,580,18-25,300000,50000,100,POS
19609,"Etawah, India",31-Oct-13,Silver,Food,M,33688,336,18-25,1200000,300000,11.23,POS
19610,"Wadhwan, India",08-Apr-14,Silver,Food,F,88923,889,46-60,1200000,300000,29.64,POS
19611,"Sultanganj, India",18-Mar-15,Silver,Entertainment,F,98153,981,26-35,300000,50000,100,POS
19612,"Sainthia, India",04-Dec-13,Silver,Grocery,M,77555,775,18-25,500000,100000,77.55,POS
19613,"Jammalamadugu, India",04-Sep-14,Platinum,Fuel,M,182872,1828,46-60,1200000,300000,60.96,Online
19614,"Balaghat, India",19-Oct-14,Gold,Bills,M,128990,1289,36-45,2000000,500000,25.8,POS
19615,"Pollachi, India",05-Sep-14,Platinum,Entertainment,M,137160,1371,36-45,500000,100000,100,POS
19616,"Pipar City, India",06-Nov-14,Silver,Bills,M,143524,1435,26-35,1200000,300000,47.84,POS
19617,"Pollachi, India",15-May-15,Gold,Fuel,M,240440,2404,18-25,1200000,300000,80.15,Online
19618,"Talaja, India",20-Oct-13,Signature,Fuel,F,119093,1190,36-45,500000,100000,100,POS
19619,"Revelganj, India",19-Sep-14,Platinum,Fuel,M,176210,1762,26-35,1200000,300000,58.74,Online
19620,"Mandla, India",22-Mar-14,Signature,Fuel,M,291739,2917,26-35,500000,100000,100,Online
19621,"Udumalaipettai, India",30-Jan-15,Platinum,Entertainment,M,252653,2526,36-45,300000,50000,100,Online
19622,"Morvi, India",29-Mar-15,Platinum,Bills,F,294627,2946,36-45,1200000,300000,98.21,Online
19623,"Palwancha, India",14-Dec-14,Silver,Grocery,F,224461,2244,46-60,800000,200000,100,Online
19624,"Khair, India",27-Aug-14,Silver,Entertainment,M,60818,608,60+,1200000,300000,20.27,POS
19625,"Muktsar, India",24-Dec-13,Gold,Bills,F,66387,663,36-45,500000,100000,66.39,POS
19626,"Sambalpur, India",29-Apr-14,Signature,Grocery,M,76082,760,26-35,300000,50000,100,POS
19627,"Hardwar, India",23-Aug-14,Signature,Grocery,M,58849,588,36-45,300000,50000,100,POS
19628,"Vikarabad, India",21-Nov-13,Signature,Food,F,171591,1715,36-45,1200000,300000,57.2,Online
19629,"Nokha, India",08-Sep-14,Signature,Food,M,197694,1976,60+,800000,200000,98.85,Online
19630,"Bhuj, India",13-Oct-14,Silver,Bills,M,43494,434,36-45,300000,50000,86.99,POS
19631,"Manvi, India",01-Apr-14,Silver,Fuel,F,103146,1031,36-45,2000000,500000,20.63,POS
19632,"Neyveli (TS), India",29-Aug-14,Signature,Fuel,F,29695,296,26-35,300000,50000,59.39,POS
19633,"Port Blair, India",08-Mar-14,Platinum,Fuel,F,267057,2670,36-45,500000,100000,100,Online
19634,"Rameshwaram, India",06-Dec-13,Gold,Bills,M,40255,402,36-45,500000,100000,40.26,POS
19635,"Sheopur, India",01-Feb-14,Platinum,Food,M,253101,2531,36-45,300000,50000,100,Online
19636,"Mancherial, India",02-Mar-14,Platinum,Entertainment,M,10241,102,46-60,500000,100000,10.24,POS
19637,"Chittur-Thathamangalam, India",20-Nov-13,Silver,Grocery,F,86959,869,18-25,1200000,300000,28.99,POS
19638,"Sultanpur, India",03-Feb-15,Signature,Entertainment,F,9395,93,46-60,2000000,500000,1.88,POS
19639,"Barbil, India",30-Dec-13,Silver,Fuel,F,287224,2872,26-35,800000,200000,100,Online
19640,"Jind, India",27-Sep-14,Gold,Fuel,M,57331,573,26-35,300000,50000,100,POS
19641,"Ujhani, India",27-Nov-14,Signature,Food,M,49034,490,26-35,800000,200000,24.52,POS
19642,"Lunawada, India",10-May-15,Platinum,Food,F,166492,1664,26-35,300000,50000,100,Online
19643,"Sidhi, India",15-Apr-15,Silver,Entertainment,F,263728,2637,36-45,500000,100000,100,Online
